locus_tag	ftype	length_bp	gene	EC_number	COG	product
BNEGNLPN_01698	CDS	1866	kefC_1		COG0475	Glutathione-regulated potassium-efflux system protein KefC
BNEGNLPN_01699	CDS	534	kefF_1	1.6.5.2	COG2249	Glutathione-regulated potassium-efflux system ancillary protein KefF
BNEGNLPN_01700	CDS	234	ygdR_1			putative lipoprotein YgdR
BNEGNLPN_01701	CDS	3225	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
BNEGNLPN_01702	CDS	1149	carA_1	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
BNEGNLPN_01703	CDS	822	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
BNEGNLPN_01704	CDS	630				hypothetical protein
BNEGNLPN_01705	CDS	930	dmlR_4			HTH-type transcriptional regulator DmlR
BNEGNLPN_01706	CDS	366	yhaI		COG3152	Inner membrane protein YhaI
BNEGNLPN_01707	CDS	915	rihC	3.2.-.-	COG1957	Non-specific ribonucleoside hydrolase RihC
BNEGNLPN_01708	CDS	951	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
BNEGNLPN_01709	CDS	450	fkpB	5.2.1.8	COG1047	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase
BNEGNLPN_01710	CDS	501	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
BNEGNLPN_01711	CDS	2853	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
BNEGNLPN_01712	CDS	939	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
BNEGNLPN_01713	CDS	210				hypothetical protein
BNEGNLPN_01714	CDS	897	nhaR		COG0583	Transcriptional activator protein NhaR
BNEGNLPN_01715	CDS	1224	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
BNEGNLPN_01716	CDS	1134	dnaJ		COG0484	Chaperone protein DnaJ
BNEGNLPN_01717	CDS	1917	dnaK_2		COG0443	Chaperone protein DnaK
BNEGNLPN_01718	CDS	405				hypothetical protein
BNEGNLPN_01719	CDS	750				hypothetical protein
BNEGNLPN_01720	CDS	567	satP		COG1584	Succinate-acetate/proton symporter SatP
BNEGNLPN_01721	CDS	1305	proP_2			Proline/betaine transporter
BNEGNLPN_01722	CDS	588	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
BNEGNLPN_01723	CDS	954	talB_1	2.2.1.2	COG0176	Transaldolase B
BNEGNLPN_01724	CDS	1431	alsT		COG1115	Amino-acid carrier protein AlsT
BNEGNLPN_01725	CDS	774	yaaA		COG3022	Peroxide stress resistance protein YaaA
BNEGNLPN_01726	CDS	378				hypothetical protein
BNEGNLPN_01727	CDS	1281	thrC	4.2.3.1	COG0498	Threonine synthase
BNEGNLPN_01728	CDS	930	thrB	2.7.1.39	COG0083	Homoserine kinase
BNEGNLPN_01729	CDS	2463	thrA		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 1
BNEGNLPN_01730	CDS	687	trmL_1	2.1.1.207		tRNA (cytidine(34)-2'-O)-methyltransferase
BNEGNLPN_01731	CDS	717	arcA		COG0745	Aerobic respiration control protein ArcA
BNEGNLPN_01732	CDS	1359	creD		COG4452	Inner membrane protein CreD
BNEGNLPN_01733	CDS	1425	creC	2.7.13.3	COG0642	Sensor protein CreC
BNEGNLPN_01734	CDS	690	creB		COG0745	Transcriptional regulatory protein CreB
BNEGNLPN_01735	CDS	474				hypothetical protein
BNEGNLPN_01736	CDS	870	rob_1		COG2207	Right origin-binding protein
BNEGNLPN_01737	CDS	648	cobC_2	3.1.3.73	COG0406	Adenosylcobalamin/alpha-ribazole phosphatase
BNEGNLPN_01738	CDS	516	yjjX	3.6.1.-	COG1986	Inosine/xanthosine triphosphatase
BNEGNLPN_01739	CDS	330	trpR		COG2973	Trp operon repressor
BNEGNLPN_01740	CDS	1938	slt	4.2.2.-	COG0741	Soluble lytic murein transglycosylase
BNEGNLPN_01741	CDS	1668	ettA		COG0488	Energy-dependent translational throttle protein EttA
BNEGNLPN_01742	CDS	1233	nadR		COG1056	Trifunctional NAD biosynthesis/regulator protein NadR
BNEGNLPN_01743	CDS	1383	radA	3.6.4.-	COG1066	DNA repair protein RadA
BNEGNLPN_01744	CDS	972	serB	3.1.3.3	COG0560	Phosphoserine phosphatase
BNEGNLPN_01745	CDS	648	ytjB		COG3726	putative inner membrane protein Smp
BNEGNLPN_01746	CDS	1017	lplA	6.3.1.20	COG0095	Lipoate-protein ligase A
BNEGNLPN_01747	CDS	720	deoD	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
BNEGNLPN_01748	CDS	1224	deoB	5.4.2.7	COG1015	Phosphopentomutase
BNEGNLPN_01749	CDS	1323	deoA	2.4.2.4	COG0213	Thymidine phosphorylase
BNEGNLPN_01750	CDS	780	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
BNEGNLPN_01751	CDS	1278	nupX		COG1972	Putative nucleoside permease NupX
BNEGNLPN_01752	CDS	795	yjjV	3.1.-.-	COG0084	putative metal-dependent hydrolase YjjV
BNEGNLPN_01753	CDS	1074				hypothetical protein
BNEGNLPN_01754	CDS	162				hypothetical protein
BNEGNLPN_01755	CDS	621	osmY_2		COG2823	Osmotically-inducible protein Y
BNEGNLPN_01756	CDS	1590	prfC		COG4108	Peptide chain release factor RF3
BNEGNLPN_01757	CDS	678	yjjG	3.1.3.5	COG1011	Pyrimidine 5'-nucleotidase YjjG
BNEGNLPN_01758	CDS	447	rimI	2.3.1.266	COG0456	[Ribosomal protein S18]-alanine N-acetyltransferase
BNEGNLPN_01759	CDS	414	holD	2.7.7.7	COG3050	DNA polymerase III subunit psi
BNEGNLPN_01760	CDS	1029	rsmC	2.1.1.172	COG2813	Ribosomal RNA small subunit methyltransferase C
BNEGNLPN_01761	tRNA	87				tRNA-Leu(cag)
BNEGNLPN_01762	tRNA	87				tRNA-Leu(cag)
BNEGNLPN_01763	tRNA	87				tRNA-Leu(cag)
BNEGNLPN_01764	CDS	354				hypothetical protein
BNEGNLPN_01765	CDS	1047				hypothetical protein
BNEGNLPN_01766	CDS	789	fhuF		COG4114	Ferric iron reductase protein FhuF
BNEGNLPN_01767	CDS	1344	licC_2		COG1455	Lichenan permease IIC component
BNEGNLPN_01768	CDS	459				hypothetical protein
BNEGNLPN_01769	CDS	672	bglJ		COG2197	Transcriptional activator protein BglJ
BNEGNLPN_01770	CDS	723	yjjQ			Putative transcription factor YjjQ
BNEGNLPN_01771	CDS	882	rhaR_1			HTH-type transcriptional activator RhaR
BNEGNLPN_01772	CDS	1185	pobA	1.14.13.2	COG0654	p-hydroxybenzoate hydroxylase
BNEGNLPN_01773	CDS	777	yjjP		COG2966	Inner membrane protein YjjP
BNEGNLPN_01774	CDS	474				hypothetical protein
BNEGNLPN_01775	CDS	540	dnaT			Primosomal protein 1
BNEGNLPN_01776	CDS	744	dnaC_1		COG1484	DNA replication protein DnaC
BNEGNLPN_01777	CDS	492				hypothetical protein
BNEGNLPN_01778	CDS	2292	mdoB	2.7.8.20		Phosphoglycerol transferase I
BNEGNLPN_01779	CDS	939				ISNCY family transposase ISRor2
BNEGNLPN_01780	CDS	1011	frlB	3.5.-.-	COG2222	Fructosamine deglycase FrlB
BNEGNLPN_01781	CDS	1062	glmS_1	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
BNEGNLPN_01782	CDS	852	manZ_2		COG3716	PTS system mannose-specific EIID component
BNEGNLPN_01783	CDS	780	agaC		COG3715	N-acetylgalactosamine permease IIC component 1
BNEGNLPN_01784	CDS	471	sorB	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
BNEGNLPN_01785	CDS	423				hypothetical protein
BNEGNLPN_01786	CDS	2766	norR_1			Anaerobic nitric oxide reductase transcription regulator NorR
BNEGNLPN_01787	CDS	822	mshD	2.3.1.189		Mycothiol acetyltransferase
BNEGNLPN_01788	CDS	534				hypothetical protein
BNEGNLPN_01789	CDS	864	hexR_4		COG1737	HTH-type transcriptional regulator HexR
BNEGNLPN_01790	CDS	600	dgoA_1	4.1.2.21	COG0800	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
BNEGNLPN_01791	CDS	873	dgoK1_1	2.7.1.58	COG3734	putative 2-dehydro-3-deoxygalactonokinase DgoK1
BNEGNLPN_01792	CDS	1488	opuE		COG0591	Osmoregulated proline transporter OpuE
BNEGNLPN_01793	CDS	393	tdcF	3.5.4.-	COG0251	Putative reactive intermediate deaminase TdcF
BNEGNLPN_01794	CDS	1440	dan	3.5.1.81		D-aminoacylase
BNEGNLPN_01795	CDS	1221		4.1.2.42		D-threonine aldolase
BNEGNLPN_01796	CDS	1017	lhpD	1.5.1.21	COG2055	Delta(1)-pyrroline-2-carboxylate/Delta(1)-piperideine-2-carboxylate reductase
BNEGNLPN_01797	CDS	288				hypothetical protein
BNEGNLPN_01798	CDS	255				hypothetical protein
BNEGNLPN_01799	CDS	441	farR			HTH-type transcriptional regulator FarR
BNEGNLPN_01800	CDS	633	hpcE_1		COG0179	Homoprotocatechuate catabolism bifunctional isomerase/decarboxylase
BNEGNLPN_01801	CDS	765	hpcE_2		COG0179	Homoprotocatechuate catabolism bifunctional isomerase/decarboxylase
BNEGNLPN_01802	CDS	1467	betB_1	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
BNEGNLPN_01803	CDS	858	hpcB	1.13.11.15	COG3384	3,4-dihydroxyphenylacetate 2,3-dioxygenase
BNEGNLPN_01804	CDS	381	hpcD	5.3.3.10		5-carboxymethyl-2-hydroxymuconate Delta-isomerase
BNEGNLPN_01805	CDS	804	hpcG	4.2.1.163		2-oxo-hept-4-ene-1,7-dioate hydratase
BNEGNLPN_01806	CDS	798	hpcH	4.1.2.52	COG3836	4-hydroxy-2-oxo-heptane-1,7-dioate aldolase
BNEGNLPN_01807	CDS	1359	ttuB_1			Putative tartrate transporter
BNEGNLPN_01808	CDS	891	rhaR_2			HTH-type transcriptional activator RhaR
BNEGNLPN_01809	CDS	1563	hpaB	1.14.14.9	COG2368	4-hydroxyphenylacetate 3-monooxygenase oxygenase component
BNEGNLPN_01810	CDS	513	hpaC	1.5.1.36	COG1853	4-hydroxyphenylacetate 3-monooxygenase reductase component
BNEGNLPN_01811	CDS	618				hypothetical protein
BNEGNLPN_01812	CDS	1644				hypothetical protein
BNEGNLPN_01813	CDS	507	mobB		COG1763	Molybdopterin-guanine dinucleotide biosynthesis adapter protein
BNEGNLPN_01814	CDS	582	mobA	2.7.7.77	COG0746	Molybdenum cofactor guanylyltransferase
BNEGNLPN_01815	CDS	270	yihD		COG3084	Protein YihD
BNEGNLPN_01816	CDS	987	srkA	2.7.11.1	COG2334	Stress response kinase A
BNEGNLPN_01817	CDS	624	dsbA_1		COG0526	Thiol:disulfide interchange protein DsbA
BNEGNLPN_01818	CDS	900	yihG	2.3.-.-	COG0204	putative acyltransferase YihG
BNEGNLPN_01819	CDS	2793	polA	2.7.7.7	COG0258	DNA polymerase I
BNEGNLPN_01820	CDS	633	engB		COG0218	putative GTP-binding protein EngB
BNEGNLPN_01821	CDS	507	yihI		COG3078	Der GTPase-activating protein YihI
BNEGNLPN_01822	CDS	1374	hemN	1.3.98.3	COG0635	Oxygen-independent coproporphyrinogen III oxidase
BNEGNLPN_01823	CDS	111	yshB			putative protein YshB
BNEGNLPN_01824	CDS	1410	ntrC		COG2204	DNA-binding transcriptional regulator NtrC
BNEGNLPN_01825	CDS	1050	glnL	2.7.13.3	COG3852	Sensory histidine kinase/phosphatase NtrB
BNEGNLPN_01826	CDS	1410	glnA	6.3.1.2	COG0174	Glutamine synthetase
BNEGNLPN_01827	CDS	1824	typA		COG1217	GTP-binding protein TypA/BipA
BNEGNLPN_01828	CDS	600	yihX	3.1.3.10	COG1011	Alpha-D-glucose 1-phosphate phosphatase YihX
BNEGNLPN_01829	CDS	861				hypothetical protein
BNEGNLPN_01830	CDS	438	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
BNEGNLPN_01831	CDS	990				hypothetical protein
BNEGNLPN_01832	CDS	918	nlhH	3.1.1.1	COG0657	Carboxylesterase NlhH
BNEGNLPN_01833	CDS	249				hypothetical protein
BNEGNLPN_01834	CDS	384	vapC_1	3.1.-.-		tRNA(fMet)-specific endonuclease VapC
BNEGNLPN_01835	CDS	930	fdhE		COG3058	Protein FdhE
BNEGNLPN_01836	CDS	636	fdoI		COG2864	Formate dehydrogenase, cytochrome b556(fdo) subunit
BNEGNLPN_01837	CDS	903	fdoH		COG0437	Formate dehydrogenase-O iron-sulfur subunit
BNEGNLPN_01838	CDS	2415	fdoG_1	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
BNEGNLPN_01839	CDS	588	fdoG_2	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
BNEGNLPN_01840	CDS	837	fdhD		COG1526	Sulfur carrier protein FdhD
BNEGNLPN_01841	CDS	213				hypothetical protein
BNEGNLPN_01842	CDS	324				hypothetical protein
BNEGNLPN_01843	CDS	702				hypothetical protein
BNEGNLPN_01844	CDS	549	sutR_1		COG1396	HTH-type transcriptional regulator SutR
BNEGNLPN_01845	CDS	996	rafR			HTH-type transcriptional regulator RafR
BNEGNLPN_01846	CDS	2124	rafA	3.2.1.22		Alpha-galactosidase
BNEGNLPN_01847	CDS	1266	melY			Melibiose permease
BNEGNLPN_01848	CDS	315	rhaM	5.1.3.32	COG3254	L-rhamnose mutarotase
BNEGNLPN_01849	CDS	1149	adhB	1.1.1.1		Alcohol dehydrogenase 2
BNEGNLPN_01850	CDS	1005	lsrD_3			Autoinducer 2 import system permease protein LsrD
BNEGNLPN_01851	CDS	1008	rbsC_5		COG1172	Ribose import permease protein RbsC
BNEGNLPN_01852	CDS	1512	rbsA_3	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
BNEGNLPN_01853	CDS	987	lsrB_3			Autoinducer 2-binding protein LsrB
BNEGNLPN_01854	CDS	831	rhaD	4.1.2.19	COG0235	Rhamnulose-1-phosphate aldolase
BNEGNLPN_01855	CDS	1260	rhaA	5.3.1.14	COG4806	L-rhamnose isomerase
BNEGNLPN_01856	CDS	1467	rhaB	2.7.1.5	COG1070	L-Rhamnulokinase
BNEGNLPN_01857	CDS	837	rhaS_3			HTH-type transcriptional activator RhaS
BNEGNLPN_01858	CDS	846	rhaR_3			HTH-type transcriptional activator RhaR
BNEGNLPN_01859	CDS	1035	rhaT		COG0697	L-rhamnose-proton symporter
BNEGNLPN_01860	CDS	621	sodA	1.15.1.1	COG0605	Superoxide dismutase [Mn]
BNEGNLPN_01861	CDS	675	yiiM		COG2258	Protein YiiM
BNEGNLPN_01862	CDS	1374	cpxA	2.7.13.3		Sensor histidine kinase CpxA
BNEGNLPN_01863	CDS	699	cpxR		COG0745	Transcriptional regulatory protein CpxR
BNEGNLPN_01864	CDS	504	cpxP		COG3678	Periplasmic protein CpxP
BNEGNLPN_01865	CDS	903	fieF		COG0053	Ferrous-iron efflux pump FieF
BNEGNLPN_01866	CDS	963	pfkA	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase isozyme 1
BNEGNLPN_01867	CDS	486	rraA		COG0684	Regulator of ribonuclease activity A
BNEGNLPN_01868	CDS	921	menA	2.5.1.74	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase
BNEGNLPN_01869	CDS	1335	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
BNEGNLPN_01870	CDS	531	hslV	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
BNEGNLPN_01871	CDS	855	ftsN		COG3087	Cell division protein FtsN
BNEGNLPN_01872	CDS	1029	cytR_1		COG1609	HTH-type transcriptional repressor CytR
BNEGNLPN_01873	CDS	2196	priA	3.6.4.-	COG1198	Primosomal protein N'
BNEGNLPN_01874	CDS	213	rpmE		COG0254	50S ribosomal protein L31
BNEGNLPN_01875	CDS	318	metJ		COG3060	Met repressor
BNEGNLPN_01876	CDS	1161	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
BNEGNLPN_01877	CDS	2433	metL		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 2
BNEGNLPN_01878	CDS	1137				hypothetical protein
BNEGNLPN_01879	CDS	1557	yfkN		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
BNEGNLPN_01880	CDS	372				hypothetical protein
BNEGNLPN_01881	CDS	909	catM_1			HTH-type transcriptional regulator CatM
BNEGNLPN_01882	CDS	888	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
BNEGNLPN_01883	CDS	882	yijE			putative cystine transporter YijE
BNEGNLPN_01884	CDS	1104	gldA	1.1.1.6	COG0371	Glycerol dehydrogenase
BNEGNLPN_01885	CDS	663	fsaB	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 2
BNEGNLPN_01886	CDS	987	rhaS_4			HTH-type transcriptional activator RhaS
BNEGNLPN_01887	CDS	651	zinT		COG3443	Metal-binding protein ZinT
BNEGNLPN_01888	CDS	2652	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
BNEGNLPN_01889	CDS	1152	argE	3.5.1.16	COG0624	Acetylornithine deacetylase
BNEGNLPN_01890	CDS	1005	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
BNEGNLPN_01891	CDS	774	argB	2.7.2.8	COG0548	Acetylglutamate kinase
BNEGNLPN_01892	CDS	1374	argH	4.3.2.1	COG0165	Argininosuccinate lyase
BNEGNLPN_01893	CDS	918	oxyR_3			Hydrogen peroxide-inducible genes activator
BNEGNLPN_01894	CDS	1401	sthA	1.6.1.1	COG1249	Soluble pyridine nucleotide transhydrogenase
BNEGNLPN_01895	CDS	636	fabR		COG1309	HTH-type transcriptional repressor FabR
BNEGNLPN_01896	CDS	360	yijD			Inner membrane protein YijD
BNEGNLPN_01897	CDS	1101	trmA	2.1.1.-	COG2265	tRNA/tmRNA (uracil-C(5))-methyltransferase
BNEGNLPN_01898	CDS	1839	btuB		COG4206	Vitamin B12 transporter BtuB
BNEGNLPN_01899	CDS	852	murI	5.1.1.3	COG0796	Glutamate racemase
BNEGNLPN_01900	rRNA	448				16S ribosomal RNA (partial)
BNEGNLPN_01901	CDS	1446	abgB	3.5.1.-	COG1473	p-aminobenzoyl-glutamate hydrolase subunit B
BNEGNLPN_01902	CDS	1311	iaaH	3.5.1.-		Indole-3-acetyl-aspartic acid hydrolase
BNEGNLPN_01903	CDS	909	tsaR_2			HTH-type transcriptional regulator TsaR
BNEGNLPN_01904	CDS	564	smrA	3.1.-.-	COG2840	putative DNA endonuclease SmrA
BNEGNLPN_01905	CDS	807	pcaR_1		COG1414	Pca regulon regulatory protein
BNEGNLPN_01906	CDS	687	pcaI	2.8.3.6	COG1788	3-oxoadipate CoA-transferase subunit A
BNEGNLPN_01907	CDS	657	pcaJ	2.8.3.6	COG2057	3-oxoadipate CoA-transferase subunit B
BNEGNLPN_01908	CDS	1203	pcaF	2.3.1.174	COG0183	Beta-ketoadipyl-CoA thiolase
BNEGNLPN_01909	CDS	1353	pcaB	5.5.1.2	COG0015	3-carboxy-cis,cis-muconate cycloisomerase
BNEGNLPN_01910	CDS	765	catD	3.1.1.24	COG0596	3-oxoadipate enol-lactonase 2
BNEGNLPN_01911	CDS	390				hypothetical protein
BNEGNLPN_01912	CDS	1122	roxA_1	1.14.11.47	COG2850	50S ribosomal protein L16 3-hydroxylase
BNEGNLPN_01913	CDS	534				hypothetical protein
BNEGNLPN_01914	CDS	267				hypothetical protein
BNEGNLPN_01915	CDS	1434	cusS	2.7.13.3	COG0642	Sensor histidine kinase CusS
BNEGNLPN_01916	CDS	684	cusR		COG0745	Transcriptional regulatory protein CusR
BNEGNLPN_01917	CDS	1386	cusC_1		COG1538	Cation efflux system protein CusC
BNEGNLPN_01918	CDS	348	cusF		COG5569	Cation efflux system protein CusF
BNEGNLPN_01919	CDS	1263	cusB			Cation efflux system protein CusB
BNEGNLPN_01920	CDS	3150	cusA		COG3696	Cation efflux system protein CusA
BNEGNLPN_01921	CDS	348				hypothetical protein
BNEGNLPN_01922	CDS	534	blc_2		COG3040	Outer membrane lipoprotein Blc
BNEGNLPN_01923	CDS	729	mlrA		COG0789	HTH-type transcriptional regulator MlrA
BNEGNLPN_01924	CDS	435				hypothetical protein
BNEGNLPN_01925	CDS	720				hypothetical protein
BNEGNLPN_01926	CDS	1260				hypothetical protein
BNEGNLPN_01927	CDS	723				hypothetical protein
BNEGNLPN_01928	CDS	1221	ufaA1	2.1.1.-	COG2230	Tuberculostearic acid methyltransferase UfaA1
BNEGNLPN_01929	CDS	486				hypothetical protein
BNEGNLPN_01930	CDS	525				hypothetical protein
BNEGNLPN_01931	CDS	558				hypothetical protein
BNEGNLPN_01932	CDS	960				hypothetical protein
BNEGNLPN_01933	CDS	1200	lamB_2		COG4580	Maltoporin
BNEGNLPN_01934	CDS	201				hypothetical protein
BNEGNLPN_01935	tRNA	88				tRNA-Ser(gga)
BNEGNLPN_01936	CDS	678	ycaC	4.-.-.-	COG1335	putative hydrolase YcaC
BNEGNLPN_01937	CDS	861				hypothetical protein
BNEGNLPN_01938	CDS	906	dmlR_5			HTH-type transcriptional regulator DmlR
BNEGNLPN_01939	tRNA	88				tRNA-Ser(gga)
BNEGNLPN_01940	CDS	939	ghrA_1	1.1.1.79	COG0111	Glyoxylate/hydroxypyruvate reductase A
BNEGNLPN_01941	CDS	738	ycdX	3.1.3.-	COG1387	putative phosphatase YcdX
BNEGNLPN_01942	CDS	555	ycdY		COG3381	Chaperone protein YcdY
BNEGNLPN_01943	CDS	483	ycdZ			Inner membrane protein YcdZ
BNEGNLPN_01944	CDS	528	ymdB	3.1.1.106	COG2110	O-acetyl-ADP-ribose deacetylase
BNEGNLPN_01945	CDS	594	betI_1			HTH-type transcriptional regulator BetI
BNEGNLPN_01946	CDS	1161	mdoC	2.1.-.-		Glucans biosynthesis protein C
BNEGNLPN_01947	CDS	1554	mdoG		COG3131	Glucans biosynthesis protein G
BNEGNLPN_01948	CDS	2529	mdoH	2.4.1.-	COG2943	Glucans biosynthesis glucosyltransferase H
BNEGNLPN_01949	CDS	228				hypothetical protein
BNEGNLPN_01950	CDS	387				hypothetical protein
BNEGNLPN_01951	CDS	1227	sbnD_1			Staphyloferrin B transporter
BNEGNLPN_01952	CDS	921	lpxL_1	2.3.1.241	COG1560	Lipid A biosynthesis lauroyltransferase
BNEGNLPN_01953	CDS	1065				hypothetical protein
BNEGNLPN_01954	CDS	114	yceO			putative protein YceO
BNEGNLPN_01955	CDS	1119	solA	1.5.3.-	COG0665	N-methyl-L-tryptophan oxidase
BNEGNLPN_01956	CDS	255	bssS			Biofilm regulator BssS
BNEGNLPN_01957	CDS	252	dinI_2			DNA damage-inducible protein I
BNEGNLPN_01958	CDS	1047	pyrC	3.5.2.3	COG0418	Dihydroorotase
BNEGNLPN_01959	CDS	561	yceB			putative lipoprotein YceB
BNEGNLPN_01960	CDS	1209	mdtH_1			Multidrug resistance protein MdtH
BNEGNLPN_01961	CDS	624	rimJ	2.3.1.267	COG1670	[Ribosomal protein S5]-alanine N-acetyltransferase
BNEGNLPN_01962	CDS	765				hypothetical protein
BNEGNLPN_01963	CDS	858	yceM	1.-.-.-	COG0673	Putative oxidoreductase YceM
BNEGNLPN_01964	CDS	1536	murJ		COG0728	putative lipid II flippase MurJ
BNEGNLPN_01965	CDS	1215	sotB_1			sugar efflux transporter
BNEGNLPN_01966	CDS	936	dmlR_6			HTH-type transcriptional regulator DmlR
BNEGNLPN_01967	CDS	3234	rne	3.1.26.12	COG1530	Ribonuclease E
BNEGNLPN_01968	CDS	996	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
BNEGNLPN_01969	CDS	585	yceF	3.6.1.-	COG0424	7-methyl-GTP pyrophosphatase
BNEGNLPN_01970	CDS	522	yceD		COG1399	Large ribosomal RNA subunit accumulation protein YceD
BNEGNLPN_01971	CDS	174	rpmF		COG0333	50S ribosomal protein L32
BNEGNLPN_01972	CDS	1161	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
BNEGNLPN_01973	CDS	954	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
BNEGNLPN_01974	CDS	930	fabD_1	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
BNEGNLPN_01975	CDS	735	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
BNEGNLPN_01976	CDS	237	acpP			Acyl carrier protein
BNEGNLPN_01977	CDS	1242	fabF_1	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
BNEGNLPN_01978	CDS	810	pabC	4.1.3.38	COG0115	Aminodeoxychorismate lyase
BNEGNLPN_01979	CDS	1023	mltG	4.2.2.-	COG1559	Endolytic murein transglycosylase
BNEGNLPN_01980	CDS	642	tmk	2.7.4.9	COG0125	Thymidylate kinase
BNEGNLPN_01981	CDS	1005	holB	2.7.7.7	COG0470	DNA polymerase III subunit delta'
BNEGNLPN_01982	CDS	795	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
BNEGNLPN_01983	CDS	1434	ptsG		COG1263	PTS system glucose-specific EIICB component
BNEGNLPN_01984	CDS	357	hinT	3.9.1.-	COG0537	Purine nucleoside phosphoramidase
BNEGNLPN_01985	CDS	375				hypothetical protein
BNEGNLPN_01986	CDS	648	lpoB		COG3417	Penicillin-binding protein activator LpoB
BNEGNLPN_01987	CDS	828	thiK	2.7.1.89	COG0510	Thiamine kinase
BNEGNLPN_01988	CDS	1023	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
BNEGNLPN_01989	CDS	543				hypothetical protein
BNEGNLPN_01990	CDS	1305	ndh	1.6.99.3	COG1252	NADH dehydrogenase
BNEGNLPN_01991	CDS	540				hypothetical protein
BNEGNLPN_01992	CDS	2190	iutA			Ferric aerobactin receptor
BNEGNLPN_01993	CDS	636	comR			HTH-type transcriptional repressor ComR
BNEGNLPN_01994	CDS	258	bhsA_1			Multiple stress resistance protein BhsA
BNEGNLPN_01995	CDS	960	ycfS	2.-.-.-	COG1376	putative L,D-transpeptidase YcfS
BNEGNLPN_01996	CDS	3447	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
BNEGNLPN_01997	CDS	1200	lolC		COG4591	Lipoprotein-releasing system transmembrane protein LolC
BNEGNLPN_01998	CDS	702	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
BNEGNLPN_01999	CDS	1245	lolE		COG4591	Lipoprotein-releasing system transmembrane protein LolE
BNEGNLPN_02000	CDS	912	nagK	2.7.1.59	COG1940	N-acetyl-D-glucosamine kinase
BNEGNLPN_02001	CDS	864	cobB	2.3.1.286	COG0846	NAD-dependent protein deacylase
BNEGNLPN_02002	CDS	345				hypothetical protein
BNEGNLPN_02003	CDS	963	sorC_2		COG2390	Sorbitol operon regulator
BNEGNLPN_02004	CDS	798	eryH	5.3.1.33		L-erythrulose-1-phosphate isomerase
BNEGNLPN_02005	CDS	1008	pdxA2_1	1.1.1.409	COG1995	D-erythronate 4-phosphate dehydrogenase
BNEGNLPN_02006	CDS	1719				hypothetical protein
BNEGNLPN_02007	CDS	1020	kdgT			2-keto-3-deoxygluconate permease
BNEGNLPN_02008	CDS	375	srlB_1		COG3731	PTS system glucitol/sorbitol-specific EIIA component
BNEGNLPN_02009	CDS	459	derI	5.3.1.34	COG0698	D-erythrulose-4-phosphate isomerase
BNEGNLPN_02010	CDS	951	talB_2	2.2.1.2	COG0176	Transaldolase B
BNEGNLPN_02011	CDS	1086				hypothetical protein
